x,y,yaw,curvature,speed
7.317173,0.694055,0.123908,0.957486,3.000
7.415670,0.711131,0.167242,-0.088493,3.000
7.514307,0.727334,0.114081,-0.977214,3.000
7.614041,0.733860,0.038014,-0.546827,3.000
7.714031,0.734930,0.006141,-0.091262,3.000
7.814031,0.735088,0.007137,0.111183,3.000
7.914018,0.736358,0.042775,0.602373,3.000
8.013697,0.743634,0.120941,0.963652,3.000
8.112236,0.760448,0.167651,-0.027071,3.000
8.210819,0.776995,0.123355,-0.860452,3.000
8.310464,0.785025,0.080734,0.006384,3.000
8.410104,0.793119,0.124087,0.862337,3.000
8.508674,0.809747,0.169281,0.043169,3.000
8.607178,0.826802,0.136795,-0.693679,3.000
8.706643,0.836999,0.116753,0.292161,3.000
8.805729,0.850090,0.173206,0.838370,3.000
8.903406,0.871424,0.231989,0.339068,3.000
9.000318,0.896060,0.277567,0.573324,3.000
9.095618,0.926190,0.363299,1.145885,3.000
9.186827,0.966966,0.463397,0.861183,3.000
9.274270,1.015460,0.525201,0.377184,3.000
9.359814,1.067210,0.591053,0.942419,3.000
9.440082,1.126733,0.662606,0.490837,3.000
9.517385,1.190161,0.679144,-0.159626,3.000
9.595634,1.252302,0.810537,2.859506,3.000
9.653186,1.332967,1.134998,3.799570,3.000
9.678091,1.429379,1.413885,1.933395,3.000
9.684222,1.529131,1.536415,0.540398,3.000
9.684961,1.629126,1.566908,0.070129,3.000
9.685000,1.729126,1.570603,0.003779,3.000
9.685000,1.829126,1.570794,0.000039,3.000
9.685000,1.929126,1.570796,0.000000,3.000
9.685000,2.029126,1.570796,-0.000000,3.000
9.685000,2.129126,1.570924,0.002555,3.000
9.684974,2.229126,1.574039,0.059747,3.000
9.684351,2.329123,1.603951,0.539063,3.000
9.678349,2.428896,1.720357,1.805835,3.000
9.654713,2.525811,1.907115,1.959741,3.000
9.612774,2.616467,2.031628,0.550998,3.000
9.565860,2.704775,2.040205,-0.378674,3.000
9.522330,2.794779,1.996026,-0.505317,3.000
9.483391,2.886883,1.986256,0.309715,3.000
9.441634,2.977707,2.049349,0.954176,3.000
9.391421,3.064167,2.100601,0.073019,3.000
9.340572,3.150269,2.102705,-0.030930,3.000
9.289989,3.236528,2.116359,0.304078,3.000
9.236807,3.321211,2.131522,-0.000744,3.000
9.183630,3.405899,2.141974,0.209830,3.000
9.128697,3.489441,2.193401,0.820329,3.000
9.067139,3.568177,2.309479,1.511705,3.000
8.994546,3.636751,2.454171,1.397206,3.000
8.913125,3.694625,2.586700,1.266849,3.000
8.825098,3.741784,2.741582,1.853279,3.000
8.730012,3.772046,2.932450,1.997645,3.000
8.630711,3.783042,3.077353,0.922602,3.000
8.530733,3.784865,3.132684,0.186519,3.000
8.430733,3.784824,-3.131273,0.198092,3.000
8.330762,3.782802,-3.083050,0.767699,3.000
8.231280,3.773134,-3.000248,0.890877,3.000
8.133007,3.754662,-2.975615,-0.396604,3.000
8.034112,3.740104,-3.045824,-1.010035,3.000
7.934233,3.735567,-3.116184,-0.399845,3.000
7.834235,3.735025,-3.138755,-0.051780,3.000
7.734235,3.735000,-3.141469,-0.002483,3.000
7.634235,3.735000,-3.141574,0.000368,3.000
7.534235,3.734996,-3.140879,0.013531,3.000
7.434235,3.734857,-3.131750,0.169080,3.000
7.334257,3.733028,-3.085930,0.748484,3.000
7.234729,3.723741,-3.002335,0.926037,3.000
7.136450,3.705302,-2.974425,-0.366057,3.000
7.037593,3.690476,-3.043007,-1.008071,3.000
6.937734,3.685648,-3.114358,-0.421608,3.000
6.837737,3.685031,-3.138354,-0.058572,3.000
6.737737,3.685000,-3.141437,-0.003086,3.000
6.637737,3.685000,-3.141472,0.002379,3.000
6.537737,3.684976,-3.138842,0.050225,3.000
6.437739,3.684450,-3.116818,0.390456,3.000
6.337856,3.680023,-3.047455,0.999425,3.000
6.238935,3.665680,-2.976680,0.418531,3.000
6.140662,3.647205,-2.998558,-0.857503,3.000
6.041215,3.637204,-3.072644,-0.626116,3.000
5.941289,3.633437,-3.078536,0.507944,3.000
5.841723,3.624608,-3.007227,0.920314,3.000
5.743362,3.606681,-2.974319,-0.260291,3.000
5.644590,3.591322,-3.036913,-0.994076,3.000
5.544780,3.585817,-3.107753,-0.425340,3.000
5.444789,3.584558,-3.114894,0.282299,3.000
5.344893,3.580479,-3.053059,0.956853,3.000
5.245880,3.566902,-2.980551,0.495591,3.000
5.147607,3.548431,-2.995302,-0.791611,3.000
5.048242,3.537782,-3.075572,-0.816125,3.000
4.948290,3.535252,-3.127728,-0.228691,3.000
4.848290,3.535009,-3.140330,-0.023415,3.000
4.748290,3.535000,-3.141547,-0.000915,3.000
4.648290,3.535000,3.141593,0.000000,3.000
4.548290,3.535000,3.141593,-0.000000,3.000
4.448290,3.535000,-3.141580,0.000246,3.000
4.348290,3.534998,-3.141060,0.010160,3.000
4.248290,3.534893,-3.133781,0.135441,3.000
4.148306,3.533435,-3.094287,0.655374,3.000
4.048680,3.525444,-3.014135,0.950335,3.000
3.950234,3.508052,-2.974351,-0.152419,3.000
3.851547,3.492164,-3.031062,-0.984311,3.000
3.751784,3.486027,-3.105967,-0.516491,3.000
3.651792,3.485045,-3.134327,-0.051239,3.000
3.551794,3.484574,-3.120931,0.319282,3.000
3.451883,3.480914,-3.057029,0.961464,3.000
3.352841,3.467710,-2.965423,0.874238,3.000
3.255263,3.445912,-2.911543,0.205501,3.000
3.158138,3.422111,-2.898202,0.061372,3.000
3.061160,3.397714,-2.898223,-0.061805,3.000
2.964033,3.373916,-2.911441,-0.202596,3.000
2.866459,3.352095,-2.960829,-0.786634,3.000
2.767512,3.338001,-3.021800,-0.434132,3.000
2.668003,3.328207,-3.010510,0.660355,3.000
2.569379,3.311879,-2.970949,0.131569,3.000
2.470969,3.294254,-3.000159,-0.716607,3.000
2.371542,3.283710,-3.023864,0.241752,3.000
2.272442,3.270773,-2.956563,1.107680,3.000
2.175360,3.246991,-2.877936,0.468542,3.000
2.079455,3.218678,-2.884853,-0.607212,3.000
1.982056,3.196242,-2.971132,-1.122054,3.000
1.882735,3.184816,-3.028297,-0.024736,3.000
1.783383,3.173636,-2.991921,0.753181,3.000
1.685137,3.155019,-2.971327,-0.340427,3.000
1.586336,3.139758,-3.018312,-0.599833,3.000
1.486772,3.130440,-3.010417,0.758475,3.000
1.388257,3.113625,-2.913545,1.183782,3.000
1.292386,3.085325,-2.812598,0.840801,3.000
1.199220,3.049087,-2.726898,0.876707,3.000
1.109600,3.004859,-2.629757,1.071403,3.000
1.025238,2.951349,-2.513545,1.261083,3.000
0.948223,2.887678,-2.390363,1.212689,3.000
0.879452,2.815200,-2.253975,1.531480,3.000
0.822575,2.733307,-2.028374,3.065451,3.000
0.792492,2.638609,-1.758077,2.437543,3.000
0.785740,2.538928,-1.608128,0.606446,3.000
0.785034,2.438932,-1.574496,0.067203,3.000
0.785000,2.338932,-1.570967,0.003369,3.000
0.785000,2.238932,-1.570798,0.000026,3.000
0.785000,2.138932,-1.570796,0.000000,3.000
0.785000,2.038932,-1.570796,0.000000,3.000
0.785000,1.938932,-1.570796,0.000000,3.000
0.785000,1.838932,-1.570796,0.000000,3.000
0.785000,1.738932,-1.570796,0.000000,3.000
0.785000,1.638932,-1.570796,0.000000,3.000
0.785000,1.538932,-1.570796,0.000000,3.000
0.785000,1.438932,-1.570796,0.000000,3.000
0.785000,1.338932,-1.570796,0.000000,3.000
0.785000,1.238932,-1.570796,0.000000,3.000
0.785000,1.138932,-1.570796,0.000000,3.000
0.785000,1.038932,-1.570796,0.000000,3.000
0.785000,0.938932,-1.570796,0.000000,3.000
0.785000,0.838932,-1.570781,0.000308,3.000
0.785003,0.738932,-1.570145,0.012417,3.000
0.785130,0.638932,-1.560934,0.171818,3.000
0.786975,0.538955,-1.503733,0.975155,3.000
0.798510,0.439729,-1.396301,2.115364,3.000
