s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
11.31281339,8.97005344,3.41256097,2.28234010,0.48628947,4.91580760,0.96242378
11.36216962,8.93737685,3.44955120,2.30751587,0.53408202,4.92144960,0.34242533
11.41145069,8.90378856,3.48561297,2.33471536,0.56987746,4.92267060,0.12477203
11.46064905,8.86925973,3.52065921,2.36457697,0.64451188,4.92394570,0.17336172
11.50973549,8.83371939,3.55451718,2.39722938,0.68594232,4.92613100,0.29366412
11.55870898,8.79714495,3.58708577,2.43256206,0.75771865,4.92979140,0.44264586
11.60752814,8.75950814,3.61817888,2.46996879,0.77423162,4.93491180,0.58228238
11.65622284,8.72082350,3.64775374,2.50815092,0.79396902,4.94129730,0.70958712
11.70479185,8.68112869,3.67574071,2.54633107,0.77759333,4.94887920,0.82544844
11.75326650,8.64048547,3.70215890,2.58348169,0.75470075,4.95748370,0.92578652
11.80166982,8.59896500,3.72703723,2.61894135,0.71018203,4.96697070,1.01565534
11.85001201,8.55666798,3.75044512,2.65277422,0.68924299,4.97726640,1.08972492
11.89830751,8.51365654,3.77241036,2.68510615,0.64953040,4.98812860,1.15568278
11.94656008,8.47001642,3.79299800,2.71656388,0.65453101,4.99963530,1.20726271
11.99475256,8.42580345,3.81217423,2.74722412,0.61770183,5.01141720,1.25389693
12.04289112,8.38108966,3.83000673,2.77697979,0.61880516,5.02373810,1.29442435
12.09095238,8.33593758,3.84647410,2.80498146,0.54604288,5.03620420,1.32621630
12.13895794,8.29042196,3.86173395,2.82994406,0.49339009,5.04903600,1.35694817
12.18695322,8.24456757,3.87590860,2.85153040,0.40581512,5.06200480,1.37645683
12.23497098,8.19842413,3.88919351,2.86950453,0.34247803,5.07514380,1.39736609
12.28306332,8.15199632,3.90173668,2.88495246,0.29990714,5.08846730,1.40942859
12.33124663,8.10530410,3.91363074,2.89879906,0.27481928,5.10181070,1.42623648
12.37953200,8.05835910,3.92492871,2.91180072,0.26373681,5.11543560,1.44261056
12.42791900,8.01117479,3.93564983,2.92435715,0.25528824,5.12907340,1.46104025
12.47640563,7.96376410,3.94580757,2.93645373,0.24369698,5.14303050,1.48842171
12.52499212,7.91613870,3.95542359,2.94798457,0.23098173,5.15716690,1.51271758
12.57367780,7.86831083,3.96452252,2.95835421,0.19501504,5.17156270,1.54748116
12.62247701,7.82028691,3.97318657,2.96755507,0.18210816,5.18633720,1.58114617
12.67138874,7.77207690,3.98144201,2.97545019,0.14075586,5.20135160,1.62641205
12.72043433,7.72367903,3.98938658,2.98236917,0.14142081,5.21696750,1.68110777
12.76960202,7.67510653,3.99701379,2.98964719,0.15466341,5.23299970,1.74054010
12.81886988,7.62637831,4.00428582,2.99759192,0.16787191,5.24970800,1.81460611
12.86822277,7.57750736,4.01116610,3.00688738,0.20888590,5.26708880,1.89198570
12.91762854,7.52851561,4.01754876,3.01815963,0.24749588,5.28518300,1.98478163
12.96706470,7.47941927,4.02333527,3.03074961,0.26187352,5.30420760,2.08306772
13.01652397,7.43022914,4.02848797,3.04478025,0.30564476,5.32402120,2.19612737
13.06597691,7.38097305,4.03289597,3.05987504,0.30480343,5.34500830,2.32546380
13.11542620,7.33165975,4.03656080,3.07437046,0.28139511,5.36705080,2.45918257
13.16488394,7.28229180,4.03953956,3.08814604,0.27565107,5.39032750,2.60767079
13.21435285,7.23287665,4.04184546,3.10038715,0.21918006,5.41490840,2.76197826
13.26385089,7.18341030,4.04361632,3.11101080,0.21008196,5.44080750,2.92960441
13.31337722,7.13389993,4.04487329,3.12074173,0.18288571,5.46822810,3.10614469
13.36293353,7.08435022,4.04568212,3.12958608,0.17407303,5.49708990,3.29502121
13.41251606,7.03476916,4.04606357,3.13797835,0.16445339,5.52765310,3.49859139
13.46212328,6.98516195,4.04604062,-3.13744669,0.14843198,5.55986960,3.70789971
13.51175192,6.93553482,4.04565215,-3.13025803,0.14127551,5.59383390,3.92891703
13.56139962,6.88589259,4.04491539,-3.12442489,0.09372116,5.62959790,4.16039309
13.61106759,6.83623406,4.04394721,-3.11995093,0.08644394,5.66723030,4.40667172
13.66075163,6.78656408,4.04276541,-3.11705209,0.03025748,5.70685110,4.60193563
13.71046392,6.73686768,4.04150821,-3.11570965,0.02375681,5.74738230,4.66376021
13.76019989,6.68714914,4.04019168,-3.11425116,0.03489279,5.78754920,4.65255528
13.80995186,6.63741697,4.03878840,-3.11226989,0.04475310,5.82735970,4.64190596
13.85971631,6.58767556,4.03727400,-3.10889763,0.09078130,5.86682110,4.63188721
13.90948366,6.53793861,4.03553480,-3.10343750,0.12866032,5.90594060,4.62264859
13.95924709,6.48821774,4.03347733,-3.09646936,0.15139296,5.94472500,4.61376826
14.00900611,6.43851817,4.03104557,-3.08866482,0.16230738,5.98318110,4.60503003
14.05875863,6.38884636,4.02821290,-3.08061007,0.16148358,6.02131530,4.59639155
14.10850485,6.33920518,4.02498169,-3.07365470,0.11812199,6.05913380,4.58731612
14.15825432,6.28958062,4.02145860,-3.06823814,0.09962919,6.09664260,4.57775725
14.20800859,6.23996934,4.01768921,-3.06410326,0.06658523,6.13384770,4.56811202
14.25776832,6.19036538,4.01375504,-3.06118216,0.05082576,6.17075450,4.55850125
14.30753240,6.14076719,4.00969508,-3.05832325,0.06406991,6.20736860,4.54891087
14.35730213,6.09117657,4.00547651,-3.05516661,0.06278022,6.24369530,4.53929946
14.40707721,6.04159404,4.00110253,-3.05131190,0.09210772,6.27973980,4.52986809
14.45685429,5.99203009,3.99650109,-3.04693196,0.08388184,6.31550690,4.52079200
14.50662919,5.94248797,3.99169296,-3.04319492,0.06627198,6.35100150,4.51183196
14.55640418,5.89296188,3.98672142,-3.04116360,0.01534849,6.38622840,4.50282062
14.60617847,5.84344030,3.98171212,-3.04162993,-0.03408643,6.42119200,4.49379949
14.65595324,5.79390981,3.97678679,-3.04424294,-0.07090329,6.45589670,4.48464701
14.70573076,5.74435952,3.97203604,-3.04830282,-0.09221550,6.49034690,4.47539876
14.75551151,5.69478472,3.96751251,-3.05222526,-0.06538273,6.52454680,4.46641690
14.80528932,5.64519839,3.96315061,-3.05498335,-0.04543071,6.55850030,4.45765512
14.85506586,5.59560358,3.95890096,-3.05647887,-0.01465747,6.59221150,4.44880882
14.90484177,5.54600632,3.95468755,-3.05618996,0.02626552,6.62568410,4.43988833
14.95461838,5.49641392,3.95040924,-3.05488517,0.02616170,6.65892190,4.43103966
15.00439319,5.44682891,3.94606651,-3.05333617,0.03608030,6.69192850,4.42241364
15.05416414,5.39725564,3.94163508,-3.05213227,0.01229530,6.72470750,4.41385499
15.10393219,5.34768797,3.93717358,-3.05246004,-0.02546601,6.75726230,4.40498748
15.15370357,5.29811137,3.93277462,-3.05388290,-0.03170970,6.78959620,4.39588016
15.20347786,5.24852499,3.92845365,-3.05594553,-0.05116933,6.82171250,4.38686036
15.25325414,5.19892578,3.92425883,-3.05801810,-0.03210924,6.85361450,4.37805206
15.30302895,5.14932140,3.92014340,-3.05932539,-0.02041917,6.88530520,4.36945205
15.35280119,5.09971541,3.91607860,-3.06006419,-0.00926731,6.91678760,4.36092546
15.40257085,5.05011013,3.91203689,-3.06031415,-0.00077686,6.94806480,4.35234321
15.45233954,5.00050567,3.90799717,-3.06057435,-0.00968036,6.97913950,4.34380001
15.50210497,4.95090251,3.90398162,-3.06115561,-0.01367951,7.01001460,4.33537949
15.55186721,4.90129981,3.90000009,-3.06260276,-0.04448508,7.04069290,4.32697174
15.60162623,4.85169163,3.89612863,-3.06526026,-0.06232913,7.07117700,4.31851106
15.65138364,4.80207328,3.89241115,-3.06873099,-0.07717224,7.10146960,4.30986358
15.70114272,4.75243936,3.88888412,-3.07279651,-0.08622877,7.13157330,4.30091382
15.75090731,4.70278526,3.88556972,-3.07643195,-0.05988562,7.16149040,4.29203897
15.80067218,4.65312123,3.88240330,-3.07894717,-0.04120102,7.19122350,4.28352695
