x,y,yaw,curvature,speed
-5.164745,-1.172286,0.091384,1.006163,1.000
-5.065930,-1.158201,0.230103,1.783662,1.000
-4.971049,-1.126912,0.343176,0.492974,1.000
-4.877737,-1.090957,0.395993,0.564730,1.000
-4.786646,-1.049817,0.471539,0.948498,1.000
-4.699822,-1.000238,0.503036,-0.316657,1.000
-4.611535,-0.953462,0.389332,-1.976809,1.000
-4.515920,-0.924788,0.249096,-0.846636,1.000
-4.418053,-0.904245,0.197189,-0.194334,1.000
-4.319828,-0.885611,0.137898,-0.994001,1.000
-4.220265,-0.876796,0.052678,-0.713438,1.000
-4.120283,-0.875090,0.012472,-0.091784,1.000
-4.020288,-0.874302,0.029031,0.423254,1.000
-3.920442,-0.869287,0.100283,1.004432,1.000
-3.821609,-0.854310,0.167242,0.337245,1.000
-3.723308,-0.836007,0.137716,-0.929593,1.000
-3.623766,-0.826891,0.054444,-0.738485,1.000
-3.523786,-0.825133,0.009577,-0.159998,1.000
-3.423786,-0.824975,0.003700,0.042453,1.000
-3.323788,-0.824393,0.026352,0.410816,1.000
-3.223919,-0.819707,0.097297,1.010733,1.000
-3.125044,-0.804995,0.166878,0.383368,1.000
-3.026775,-0.786499,0.143023,-0.861843,1.000
-2.927309,-0.776520,0.081943,-0.361251,1.000
-2.827518,-0.770135,0.107424,0.872451,1.000
-2.728704,-0.755102,0.189178,0.765032,1.000
-2.631284,-0.732562,0.232131,0.095329,1.000
-2.534077,-0.709094,0.223099,-0.276067,1.000
-2.436279,-0.688321,0.165868,-0.870326,1.000
-2.337069,-0.676113,0.114597,-0.156662,1.000
-2.237656,-0.665459,0.149350,0.853284,1.000
-2.139534,-0.646390,0.213432,0.429979,1.000
-2.042282,-0.623115,0.235550,0.012731,1.000
-1.945059,-0.599715,0.223381,-0.256164,1.000
-1.847276,-0.578815,0.217388,0.136329,1.000
-1.749821,-0.556591,0.285781,1.237124,1.000
-1.655922,-0.522590,0.402207,1.098850,1.000
-1.566204,-0.478481,0.442294,-0.293168,1.000
-1.475281,-0.437042,0.379847,-0.957839,1.000
-1.380756,-0.404444,0.341531,0.188974,1.000
-1.286857,-0.370064,0.344025,-0.139082,1.000
-1.192496,-0.336996,0.320367,-0.334172,1.000
-1.097073,-0.307094,0.305272,0.032158,1.000
-1.001746,-0.276886,0.312823,0.118869,1.000
-0.906800,-0.245552,0.346598,0.557062,1.000
-0.813739,-0.208982,0.383162,0.174696,1.000
-0.721321,-0.170788,0.370796,-0.422342,1.000
-0.627413,-0.136543,0.291544,-1.167114,1.000
-0.530207,-0.113436,0.154542,-1.587308,1.000
-0.430642,-0.105889,0.015777,-1.201277,1.000
-0.330751,-0.110289,0.009816,1.080778,1.000
-0.231091,-0.103930,0.115264,1.033286,1.000
-0.132485,-0.087334,0.132971,-0.676439,1.000
-0.033028,-0.077437,0.096581,-0.178485,1.000
